{'exp': 52, 'maxHealth': 100, 'dmg': 1, 'lv': 0, 'health': 100}
{'exp': 52, 'maxHealth': 100, 'dmg': 1, 'lv': 0, 'health': 100}
25
25
25
25
3
0
last event:  <Event(0-NoEvent {})>
         3366687 function calls (3361281 primitive calls) in 5.439 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
      141    0.000    0.000    0.000    0.000 pyparsing.py:3485(<genexpr>)
        2    0.000    0.000    0.000    0.000 scanner.py:427(fetch_flow_collection_start)
        1    0.000    0.000    0.000    0.000 _compat.py:28(__new__)
       50    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3012(__init__)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        1    0.000    0.000    0.000    0.000 objects.py:1(<module>)
      183    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       58    0.000    0.000    0.000    0.000 __init__.py:1855(__init__)
        3    0.000    0.000    0.000    0.000 <string>:12(__new__)
       20    0.000    0.000    0.000    0.000 posixpath.py:61(isabs)
        1    0.000    0.000    0.000    0.000 _compat.py:20(with_metaclass)
        1    0.000    0.000    0.000    0.000 emitter.py:214(expect_document_end)
        4    0.000    0.000    0.000    0.000 os.py:720(__getitem__)
        4    0.000    0.000    0.000    0.000 sur.py:97(playerStop)
      167    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:427(has_location)
        1    0.000    0.000    0.000    0.000 datetime.py:1815(timezone)
       38    0.000    0.000    0.000    0.000 __init__.py:2898(_get_mro)
       12    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        7    0.000    0.000    0.000    0.000 {built-in method pygame.event.poll}
       36    0.000    0.000    0.000    0.000 pyparsing.py:186(__init__)
       43    0.000    0.000    0.000    0.000 six.py:105(__init__)
      162    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        9    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
       70    0.000    0.000    0.000    0.000 __init__.py:991(_added_new)
        3    0.000    0.000    0.000    0.000 __init__.py:1(<module>)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:745(exec_module)
        1    0.000    0.000    0.000    0.000 tokenize.py:357(detect_encoding)
        2    0.000    0.000    0.000    0.000 emitter.py:787(flush_stream)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3723(__str__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:235(_requires_builtin_wrapper)
      120    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:808(get_filename)
        9    0.000    0.000    0.000    0.000 enum.py:84(__prepare__)
        5    0.000    0.000    0.000    0.000 re.py:240(escape)
      126    0.000    0.000    0.000    0.000 six.py:88(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:1319(__new__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
      114    0.000    0.000    0.000    0.000 opcode.py:41(def_op)
        9    0.000    0.000    0.000    0.000 enum.py:99(<dictcomp>)
       11    0.000    0.000    0.000    0.000 emitter.py:799(write_indicator)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:889(__init__)
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1181(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2327(__init__)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
       24    0.000    0.000    0.000    0.000 pyparsing.py:388(__getitem__)
        1    0.000    0.000    0.000    0.000 menu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bullet.py:1(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:254(__getattr__)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3783(__str__)
        1    0.000    0.000    0.000    0.000 particles.py:1(<module>)
        3    0.000    0.000    0.000    0.000 player.py:35(__init__)
        1    0.000    0.000    0.000    0.000 emitter.py:226(expect_document_root)
        2    0.000    0.000    0.000    0.000 scanner.py:1089(scan_block_scalar_ignored_line)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2702(charsAsStr)
        9    0.000    0.000    0.000    0.000 enum.py:121(<setcomp>)
       10    0.000    0.000    0.000    0.000 representer.py:76(represent_scalar)
        2    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      120    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:653(create_module)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2011(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
      127    0.000    0.000    0.000    0.000 {method 'get_fps' of 'Clock' objects}
        1    0.000    0.000    0.000    0.000 sur.py:336(stateInit)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3084(__init__)
       61    0.000    0.000    0.000    0.000 scanner.py:687(check_document_start)
       37    0.000    0.000    0.000    0.000 events.py:16(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:216(_declare_state)
        8    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 __init__.py:2375(Distribution)
        7    0.000    0.000    0.000    0.000 parser.py:81(__init__)
        2    0.000    0.000    0.000    0.000 scanner.py:447(fetch_flow_mapping_end)
      118    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       45    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       12    0.000    0.000    0.000    0.000 pyparsing.py:2382(parseImpl)
        5    0.000    0.000    0.000    0.000 datetime.py:264(_check_date_fields)
        1    0.000    0.000    0.000    0.000 threading.py:755(__init__)
       25    0.000    0.000    0.000    0.000 sprite.py:121(__init__)
        1    0.000    0.000    0.000    0.000 compat.py:2(<module>)
        1    0.000    0.000    0.000    0.000 serializer.py:27(open)
       65    0.000    0.000    0.000    0.000 pyparsing.py:2118(streamline)
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
        9    0.000    0.000    0.000    0.000 enum.py:47(__init__)
        2    0.000    0.000    0.000    0.000 scanner.py:450(fetch_flow_collection_end)
        4    0.000    0.000    0.000    0.000 {method 'convert' of 'pygame.Surface' objects}
        2    0.000    0.000    0.000    0.000 player.py:47(setStatDict)
        6    0.000    0.000    0.000    0.000 hashlib.py:98(__get_openssl_constructor)
        6    0.000    0.000    0.000    0.000 emitter.py:133(need_events)
       25    0.000    0.000    0.000    0.000 constructor.py:145(add_constructor)
       37    0.000    0.000    0.000    0.000 tokens.py:77(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3948(parseImpl)
        1    0.000    0.000    0.000    0.000 emitter.py:38(__init__)
        1    0.000    0.000    0.000    0.000 representer.py:132(SafeRepresenter)
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
        4    0.000    0.000    0.000    0.000 pyparsing.py:397(__setitem__)
       33    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        6    0.000    0.000    0.000    0.000 os.py:796(encode)
        4    0.000    0.000    0.000    0.000 {method 'stop' of 'Sound' objects}
        3    0.000    0.000    0.000    0.000 eventSystem.py:13(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:103(contextmanager)
        1    0.000    0.000    0.000    0.000 datetime.py:641(date)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2914(__str__)
        5    0.000    0.000    0.000    0.000 representer.py:162(represent_int)
        1    0.000    0.000    0.000    0.000 path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:510(set)
        5    0.000    0.000    0.000    0.000 representer.py:145(represent_str)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4770(tokenMap)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:422(decorating_function)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 emitter.py:31(Emitter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3310(And)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
      112    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
     11/1    0.000    0.000    0.000    0.000 serializer.py:60(anchor_node)
       19    0.000    0.000    0.000    0.000 tokenize.py:111(group)
        2    0.000    0.000    0.000    0.000 datetime.py:671(__new__)
       21    0.000    0.000    0.000    0.000 objects.py:9(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:717(TarInfo)
        2    0.000    0.000    0.000    0.000 datetime.py:1030(__new__)
       84    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       11    0.000    0.000    0.000    0.000 representer.py:134(ignore_aliases)
       58    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 threading.py:736(Thread)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        5    0.000    0.000    0.000    0.000 datetime.py:277(_check_time_fields)
        1    0.000    0.000    0.000    0.000 serializer.py:36(close)
       23    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 os.py:728(__setitem__)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.000    0.000 datetime.py:513(__neg__)
       10    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 datetime.py:1311(datetime)
       20    0.000    0.000    0.000    0.000 representer.py:64(add_representer)
        2    0.000    0.000    0.000    0.000 emitter.py:178(expect_document_start)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        2    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 enum.py:550(IntEnum)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       31    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 specifiers.py:21(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 pyganim.py:37(PygAnimation)
        1    0.000    0.000    0.000    0.000 pyparsing.py:301(ParseResults)
        9    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.000    0.000 tokenize.py:381(read_or_stop)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 emitter.py:310(expect_flow_mapping)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
       21    0.000    0.000    0.000    0.000 enum.py:140(<genexpr>)
        9    0.000    0.000    0.000    0.000 eventSystem.py:5(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f6c8787a9d8}
       10    0.000    0.000    0.000    0.000 emitter.py:18(__init__)
       13    0.000    0.000    0.000    0.000 functools.py:73(wraps)
       15    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 random.py:68(Random)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        3    0.000    0.000    0.000    0.000 six.py:195(load_module)
        9    0.000    0.000    0.000    0.000 eventSystem.py:19(sendEvent)
       11    0.000    0.000    0.000    0.000 emitter.py:146(increase_indent)
       12    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
        1    0.000    0.000    0.000    0.000 enum.py:82(EnumMeta)
        1    0.000    0.000    0.000    0.000 zipfile.py:961(ZipFile)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4280(__init__)
        1    0.000    0.000    0.000    0.000 six.py:91(__get__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1530(resetCache)
        2    0.000    0.000    0.000    0.000 pyparsing.py:645(<listcomp>)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 socket.py:123(socket)
       35    0.000    0.000    0.000    0.000 datetime.py:247(_check_int_field)
        1    0.000    0.000    0.000    0.000 stateSystem.py:15(<module>)
       10    0.000    0.000    0.000    0.000 posixpath.py:50(normcase)
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       94    0.000    0.000    0.000    0.000 pyparsing.py:4835(<genexpr>)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       11    0.000    0.000    0.000    0.000 opcode.py:45(name_op)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1005(time)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4105(__init__)
        1    0.000    0.000    0.000    0.000 player.py:78(pgPlayer)
        1    0.000    0.000    0.000    0.000 threading.py:496(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
       12    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        8    0.000    0.000    0.000    0.000 resolver.py:21(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        1    0.000    0.000    0.000    0.000 emitter.py:175(expect_first_document_start)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3126(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        1    0.000    0.000    0.000    0.000 <string>:5(InventorySize)
        8    0.000    0.000    0.000    0.000 events.py:37(__init__)
       12    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:5(ModuleInfo)
        1    0.000    0.000    0.000    0.000 message.py:946(MIMEPart)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 pyganim.py:671(PygConductor)
        7    0.000    0.000    0.000    0.000 constructor.py:18(__init__)
        8    0.000    0.000    0.000    0.000 events.py:46(__init__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:200(__subclasshook__)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:1441(NullProvider)
        2    0.000    0.000    0.000    0.000 tokenize.py:387(find_cookie)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        9    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:2634(Signature)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 bz2.py:31(BZ2File)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        1    0.000    0.000    0.000    0.000 <string>:5(manifest_mod)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.000    0.000 opcode.py:49(jrel_op)
        1    0.000    0.000    0.000    0.000 path.py:11(extendSysPath)
        2    0.000    0.000    0.000    0.000 types.py:120(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:319(timedelta)
        1    0.000    0.000    0.000    0.000 subprocess.py:830(Popen)
        1    0.000    0.000    0.000    0.000 threading.py:213(__init__)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3141(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(Arguments)
       12    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        7    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
       21    0.000    0.000    0.000    0.000 codecs.py:330(getstate)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        1    0.000    0.000    0.000    0.000 __init__.py:632(WorkingSet)
        3    0.000    0.000    0.000    0.000 compat.py:13(geterror)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:762(is_package)
        1    0.000    0.000    0.000    0.000 stateSystem.py:25(changeState)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 tempfile.py:768(SpooledTemporaryFile)
        6    0.000    0.000    0.000    0.000 enum.py:279(__members__)
        1    0.000    0.000    0.000    0.000 inspect.py:2367(Parameter)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 events.py:55(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 threading.py:355(notify_all)
        1    0.000    0.000    0.000    0.000 __init__.py:1674(ZipProvider)
        3    0.000    0.000    0.000    0.000 six.py:209(is_package)
        8    0.000    0.000    0.000    0.000 stateSystem.py:34(setEventHandler)
        1    0.000    0.000    0.000    0.000 constructor.py:467(Constructor)
        1    0.000    0.000    0.000    0.000 calendar.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:564(Barrier)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 sprite.py:613(LayeredUpdates)
        1    0.000    0.000    0.000    0.000 constructor.py:13(BaseConstructor)
        1    0.000    0.000    0.000    0.000 posixpath.py:136(basename)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 __init__.py:1185(ResourceManager)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
        2    0.000    0.000    0.000    0.000 pyparsing.py:621(__getattr__)
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 lzma.py:37(LZMAFile)
       18    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
        6    0.000    0.000    0.000    0.000 opcode.py:53(jabs_op)
       11    0.000    0.000    0.000    0.000 emitter.py:459(process_anchor)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        1    0.000    0.000    0.000    0.000 sprite.py:284(AbstractGroup)
       15    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 __init__.py:604(IResourceProvider)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 sprite.py:221(DirtySprite)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        6    0.000    0.000    0.000    0.000 pyparsing.py:483(haskeys)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        7    0.000    0.000    0.000    0.000 eventSystem.py:35(register)
        1    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 parse.py:275(_fix_result_transcoding)
        7    0.000    0.000    0.000    0.000 parser.py:89(dispose)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4108(__lshift__)
       26    0.000    0.000    0.000    0.000 __init__.py:2408(_reload_version)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3855(__str__)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3198(ParseExpression)
        1    0.000    0.000    0.000    0.000 threading.py:332(notify)
        2    0.000    0.000    0.000    0.000 scanner.py:1049(scan_block_scalar_indicators)
       46    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
       14    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 subprocess.py:374(CalledProcessError)
       18    0.000    0.000    0.000    0.000 version.py:248(<genexpr>)
        1    0.000    0.000    0.000    0.000 map.py:25(Map)
        2    0.000    0.000    0.000    0.000 enum.py:503(__hash__)
        1    0.000    0.000    0.000    0.000 stateSystem.py:41(handleChangeState)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2926(CharsNotIn)
        1    0.000    0.000    0.000    0.000 socket.py:532(SocketIO)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        7    0.000    0.000    0.000    0.000 composer.py:13(__init__)
        3    0.000    0.000    0.000    0.000 stateSystem.py:37(addState)
        1    0.000    0.000    0.000    0.000 player.py:25(Player)
        1    0.000    0.000    0.000    0.000 __init__.py:1582(_register)
        2    0.000    0.000    0.000    0.000 pyparsing.py:437(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:334(VersionConflict)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 events.py:4(Event)
        1    0.000    0.000    0.000    0.000 sre_parse.py:473(<listcomp>)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 eventSystem.py:27(__init__)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 threading.py:201(Condition)
        1    0.000    0.000    0.000    0.000 sprite.py:1223(GroupSingle)
        1    0.000    0.000    0.000    0.000 pyparsing.py:182(ParseBaseException)
        1    0.000    0.000    0.000    0.000 emitter.py:813(write_indent)
        1    0.000    0.000    0.000    0.000 emitter.py:160(expect_stream_start)
        1    0.000    0.000    0.000    0.000 parse.py:133(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 plistlib.py:454(_PlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:312(_PlistParser)
        3    0.000    0.000    0.000    0.000 eventSystem.py:22(reigster)
        1    0.000    0.000    0.000    0.000 tempfile.py:916(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 images.py:2(<module>)
        1    0.000    0.000    0.000    0.000 representer.py:18(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2504(BoundArguments)
        1    0.000    0.000    0.000    0.000 _policybase.py:267(Compat32)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 gameInventory.py:7(GInventory)
        1    0.000    0.000    0.000    0.000 tokenize.py:112(any)
        7    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 camera.py:6(__init__)
        1    0.000    0.000    0.000    0.000 version.py:42(_BaseVersion)
        1    0.000    0.000    0.000    0.000 inventory.py:6(Inventory)
        1    0.000    0.000    0.000    0.000 __init__.py:379(DistributionNotFound)
       25    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 sprite.py:948(LayeredDirty)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 {method 'set_volume' of 'Sound' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:598(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:278(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2844(Requirement)
        1    0.000    0.000    0.000    0.000 appdirs.py:365(AppDirs)
        4    0.000    0.000    0.000    0.000 pyparsing.py:292(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:580(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 subprocess.py:401(TimeoutExpired)
       12    0.000    0.000    0.000    0.000 sre_parse.py:155(__delitem__)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
       20    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        6    0.000    0.000    0.000    0.000 _collections_abc.py:308(__subclasshook__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4241(postParse)
        1    0.000    0.000    0.000    0.000 calendar.py:69(<listcomp>)
        1    0.000    0.000    0.000    0.000 sprite.py:106(Sprite)
        1    0.000    0.000    0.000    0.000 tarfile.py:602(_FileInFile)
        6    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        3    0.000    0.000    0.000    0.000 datetime.py:1838(_create)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4328(postParse)
        1    0.000    0.000    0.000    0.000 zipfile.py:295(ZipInfo)
        1    0.000    0.000    0.000    0.000 threading.py:237(__enter__)
        2    0.000    0.000    0.000    0.000 tokenize.py:113(maybe)
        1    0.000    0.000    0.000    0.000 threading.py:240(__exit__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3734(FollowedBy)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 random.py:639(SystemRandom)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3015(<genexpr>)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 __init__.py:1563(DefaultProvider)
        1    0.000    0.000    0.000    0.000 dis.py:407(Bytecode)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4179(Combine)
        1    0.000    0.000    0.000    0.000 emitter.py:796(write_stream_end)
        1    0.000    0.000    0.000    0.000 tempfile.py:275(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 plistlib.py:593(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 threading.py:85(_RLock)
        1    0.000    0.000    0.000    0.000 sur.py:120(Hud)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2390(Keyword)
        1    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        1    0.000    0.000    0.000    0.000 __init__.py:80(MissingModule)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 enemy.py:9(Enemy)
        1    0.000    0.000    0.000    0.000 menu.py:4(MenuList)
        1    0.000    0.000    0.000    0.000 tempfile.py:555(_TemporaryFileCloser)
